1674706500000,23158.66000000,23168.74000000,23143.74000000,23158.82000000,810.17181000,1674706799999,18762299.90679000,20553,387.65958000,8977727.30385340,0
1674706800000,23159.21000000,23165.69000000,23145.03000000,23154.02000000,590.56698000,1674707099999,13674780.27916650,15254,316.10828000,7319593.26725430,0
1674707100000,23153.16000000,23168.45000000,23152.76000000,23163.66000000,634.91112000,1674707399999,14705114.50923980,15960,327.20801000,7578485.19306900,0
1674707400000,23162.89000000,23170.50000000,23105.35000000,23120.49000000,1004.12096000,1674707699999,23231527.12943440,21929,493.51436000,11418129.92009660,0
1674707700000,23120.49000000,23142.97000000,23106.19000000,23142.97000000,711.73360000,1674707999999,16456529.70876480,17991,362.79574000,8388766.72381810,0
1674708000000,23142.97000000,23175.04000000,23141.08000000,23172.74000000,763.93845000,1674708299999,17693870.20511230,19884,412.13042000,9545729.90087630,0
1674708300000,23172.74000000,23197.80000000,23163.48000000,23174.99000000,912.58963000,1674708599999,21152202.84331050,20965,471.46809000,10928033.29928980,0
1674708600000,23176.42000000,23189.00000000,23166.99000000,23175.58000000,597.27726000,1674708899999,13843038.54856200,16164,305.33353000,7076759.02903010,0
1674708900000,23176.27000000,23195.81000000,23166.88000000,23179.35000000,798.86197000,1674709199999,18518230.09876370,19134,400.41716000,9282139.91874530,0
1674709200000,23178.70000000,23192.47000000,23159.76000000,23165.18000000,861.47469000,1674709499999,19966563.66937630,19677,414.63520000,9610123.48596650,0
1674709500000,23165.18000000,23186.62000000,23162.15000000,23175.36000000,671.46555000,1674709799999,15560397.92649650,16615,350.07565000,8112460.53709710,0
1674709800000,23175.36000000,23191.30000000,23173.19000000,23184.17000000,419.03065000,1674710099999,9714639.96742040,13532,220.02086000,5100918.26369670,0
1674710100000,23185.01000000,23185.89000000,23162.34000000,23169.46000000,590.11199000,1674710399999,13673348.27648100,15653,293.51753000,6801073.34322670,0
1674710400000,23168.42000000,23180.79000000,23162.81000000,23173.39000000,532.20849000,1674710699999,12331290.95777060,14545,265.04265000,6141118.92212020,0
1674710700000,23172.76000000,23183.26000000,23163.89000000,23171.57000000,526.43804000,1674710999999,12199366.46417600,14900,256.43429000,5942474.17285360,0
1674711000000,23171.00000000,23179.16000000,23147.69000000,23158.45000000,784.13536000,1674711299999,18161008.12775700,19071,362.26224000,8390469.61883480,0
1674711300000,23157.81000000,23159.53000000,23140.00000000,23142.16000000,550.23665000,1674711599999,12737812.12027790,12999,258.66178000,5988065.34609310,0
1674711600000,23141.64000000,23148.50000000,23130.69000000,23136.10000000,779.04282000,1674711899999,18027326.70280690,18051,373.50677000,8643302.94302610,0
1674711900000,23136.10000000,23160.51000000,23130.55000000,23156.25000000,702.06089000,1674712199999,16249660.37938910,17917,389.12286000,9006778.64849350,0
1674712200000,23156.23000000,23172.07000000,23143.57000000,23162.64000000,902.21194000,1674712499999,20892796.73016510,21827,440.44174000,10199804.20300370,0
1674712500000,23162.64000000,23163.04000000,23143.31000000,23147.48000000,797.75704000,1674712799999,18469865.78828800,19669,409.48624000,9480557.77029660,0
1674712800000,23148.26000000,23160.90000000,23120.35000000,23136.70000000,862.84581000,1674713099999,19964428.78929890,20996,404.44089000,9357971.12975840,0
1674713100000,23136.56000000,23159.19000000,23120.01000000,23157.33000000,893.91019000,1674713399999,20682370.07431750,22150,447.86435000,10362518.07190460,0
1674713400000,23157.33000000,23164.11000000,23140.90000000,23153.17000000,899.68695000,1674713699999,20832474.13710450,21073,480.41811000,11124347.98219810,0
1674713700000,23153.17000000,23155.38000000,23120.08000000,23123.29000000,739.03399000,1674713999999,17098038.44032430,18913,332.36471000,7689502.81515300,0
1674714000000,23122.54000000,23126.91000000,22897.17000000,23041.71000000,4086.68915000,1674714299999,94085742.53629150,69849,1850.00846000,42591628.06209350,0
1674714300000,23043.02000000,23053.77000000,22931.79000000,23005.33000000,2942.05614000,1674714599999,67650609.22256340,56411,1392.72542000,32025324.06367400,0
1674714600000,23001.67000000,23034.09000000,22979.59000000,22985.94000000,1888.40838000,1674714899999,43449976.55964850,41097,912.34578000,20992695.65380990,0
1674714900000,22985.94000000,23046.41000000,22982.50000000,23042.67000000,1374.06386000,1674715199999,31641913.29518500,30249,739.62445000,17032607.45860590,0
1674715200000,23042.67000000,23061.63000000,23031.63000000,23048.02000000,1135.43130000,1674715499999,26166898.10586340,24483,569.51698000,13125459.43658070,0
1674715500000,23049.23000000,23078.86000000,23045.17000000,23057.59000000,964.83053000,1674715799999,22252494.27419440,24294,467.54543000,10783599.32004180,0
1674715800000,23057.97000000,23085.64000000,23049.45000000,23059.93000000,830.73822000,1674716099999,19164468.89340840,21197,412.26475000,9510922.87045110,0
1674716100000,23059.18000000,23091.24000000,23050.02000000,23087.87000000,809.15136000,1674716399999,18668368.97498950,19606,464.74691000,10722927.16181760,0
1674716400000,23088.63000000,23096.78000000,23052.03000000,23076.53000000,847.98279000,1674716699999,19561040.45172690,21723,412.78945000,9522231.58629410,0
1674716700000,23075.89000000,23076.62000000,23032.19000000,23042.59000000,925.06477000,1674716999999,21323824.83137660,20898,401.05464000,9244661.41266060,0
1674717000000,23042.58000000,23061.84000000,23040.32000000,23050.79000000,631.55170000,1674717299999,14557880.12531200,16964,320.25132000,7382172.83356950,0
1674717300000,23050.79000000,23057.79000000,23016.83000000,23031.50000000,880.65363000,1674717599999,20287814.29263680,22537,415.73341000,9577669.84791330,0
1674717600000,23030.64000000,23034.98000000,23004.12000000,23019.05000000,898.55426000,1674717899999,20683610.14327270,21927,428.01167000,9852360.86753710,0
1674717900000,23019.05000000,23035.25000000,23015.51000000,23029.90000000,618.19409000,1674718199999,14234738.95085690,19263,324.29014000,7467328.07339020,0
1674718200000,23029.35000000,23039.99000000,23011.91000000,23021.92000000,732.21995000,1674718499999,16859111.36841820,19110,372.02799000,8565773.75248750,0
1674718500000,23021.84000000,23046.79000000,22975.39000000,22988.15000000,1044.20431000,1674718799999,24030745.34813530,24574,500.56323000,11520552.70914740,0
1674718800000,22988.15000000,23000.49000000,22951.27000000,22980.31000000,1332.99585000,1674719099999,30627698.48717950,28655,623.91612000,14336200.57260870,0
1674719100000,22979.58000000,23007.17000000,22957.10000000,23005.66000000,843.86860000,1674719399999,19397578.34306960,19969,436.47381000,10033541.23078810,0
1674719400000,23005.19000000,23014.74000000,22987.17000000,23002.59000000,722.05966000,1674719699999,16609357.36189240,17267,391.54968000,9006878.18227940,0
1674719700000,23003.23000000,23007.11000000,22959.16000000,22966.73000000,865.86076000,1674719999999,19896242.10828440,20232,372.26993000,8555038.44081480,0
1674720000000,22965.81000000,23017.17000000,22964.02000000,23014.96000000,659.32046000,1674720299999,15161248.72946990,19298,387.27938000,8905963.18418380,0
1674720300000,23014.65000000,23018.27000000,22977.80000000,23006.11000000,598.42897000,1674720599999,13764812.71770260,18052,302.38683000,6955568.12406050,0
1674720600000,23005.18000000,23026.36000000,23002.05000000,23015.15000000,460.68090000,1674720899999,10602439.28499560,14703,216.18547000,4975526.74667100,0
1674720900000,23014.48000000,23031.07000000,22999.55000000,23010.23000000,430.22621000,1674721199999,9902203.43744460,14924,205.33612000,4726275.59109020,0
1674721200000,23010.43000000,23012.59000000,22994.52000000,22998.17000000,557.08719000,1674721499999,12815417.42089680,16030,289.75542000,6665736.25170560,0
1674721500000,22998.17000000,22999.73000000,22944.30000000,22979.00000000,1236.16211000,1674721799999,28396254.18582230,26348,558.96286000,12840132.39308030,0
1674721800000,22979.00000000,23001.17000000,22923.56000000,22991.02000000,1315.80630000,1674722099999,30217248.49539060,30511,617.99375000,14193632.98913350,0
1674722100000,22991.50000000,22996.14000000,22968.00000000,22981.13000000,672.09082000,1674722399999,15445464.49233010,20680,332.92337000,7651019.27573890,0
1674722400000,22981.13000000,23028.00000000,22980.63000000,23025.73000000,943.47704000,1674722699999,21707734.31971860,22338,507.19026000,11669786.19616010,0
1674722700000,23025.90000000,23037.08000000,23011.36000000,23035.32000000,982.57738000,1674722999999,22625289.83646960,23879,507.48764000,11685990.82148210,0
1674723000000,23034.95000000,23048.49000000,23022.51000000,23033.05000000,825.15226000,1674723299999,19010211.95412630,20178,439.89524000,10134770.02774240,0
1674723300000,23033.05000000,23047.83000000,22999.10000000,23003.87000000,764.41776000,1674723599999,17600743.58500290,20118,362.30578000,8342479.57346040,0
1674723600000,23003.11000000,23031.78000000,23000.04000000,23017.36000000,722.19600000,1674723899999,16624392.02845800,19933,378.98967000,8724074.69019510,0
1674723900000,23016.87000000,23034.55000000,23010.00000000,23024.72000000,615.90235000,1674724199999,14179589.72742440,16968,318.22802000,7326592.69589790,0
1674724200000,23024.26000000,23036.69000000,23017.97000000,23029.23000000,509.24937000,1674724499999,11726888.45668980,13135,270.16863000,6221565.46983340,0
1674724500000,23028.55000000,23029.33000000,22997.92000000,23002.58000000,777.07197000,1674724799999,17880706.70898700,20168,365.49430000,8410487.88940230,0
1674724800000,23003.25000000,23004.94000000,22959.05000000,22969.99000000,880.40040000,1674725099999,20233609.77484880,19681,359.56828000,8263695.07124290,0
1674725100000,22969.99000000,22981.92000000,22945.64000000,22968.27000000,865.07813000,1674725399999,19865700.05907390,22803,381.66397000,8764875.55045570,0
1674725400000,22968.26000000,22977.61000000,22927.24000000,22961.94000000,1156.14397000,1674725699999,26534487.11207240,27567,599.89443000,13769110.61955790,0
1674725700000,22961.94000000,22969.09000000,22900.00000000,22953.47000000,1578.04630000,1674725999999,36197696.74525060,35698,712.13422000,16336974.40648140,0
1674726000000,22952.80000000,22981.23000000,22941.24000000,22975.66000000,758.34573000,1674726299999,17414925.43308480,22235,417.56106000,9589187.81882740,0
1674726300000,22976.68000000,22985.00000000,22955.26000000,22980.79000000,692.14113000,1674726599999,15897422.57004740,17377,353.70452000,8124295.54292180,0
1674726600000,22980.79000000,23007.06000000,22977.23000000,22992.06000000,756.80120000,1674726899999,17400432.43578760,19790,383.78062000,8824018.62221100,0
1674726900000,22991.48000000,22999.00000000,22962.61000000,22970.70000000,585.13209000,1674727199999,13445318.11246050,15980,279.84609000,6430387.19989700,0
1674727200000,22970.70000000,22988.65000000,22956.93000000,22979.10000000,653.76619000,1674727499999,15021511.47441810,17668,329.25798000,7565446.62922270,0
1674727500000,22979.10000000,22986.56000000,22943.14000000,22947.45000000,918.92149000,1674727799999,21103322.12713590,20339,381.52060000,8761838.42273270,0
1674727800000,22947.66000000,22961.76000000,22915.19000000,22928.06000000,939.56007000,1674728099999,21547516.95454170,25067,437.61186000,10036270.36684430,0
1674728100000,22927.21000000,22957.48000000,22879.39000000,22956.06000000,1283.78598000,1674728399999,29428253.67171910,28100,576.10846000,13208907.09143500,0
1674728400000,22956.05000000,22975.00000000,22936.68000000,22972.72000000,754.32040000,1674728699999,17318294.37431080,20403,382.82239000,8789377.86073060,0
1674728700000,22973.09000000,22981.96000000,22961.01000000,22977.73000000,718.46317000,1674728999999,16504002.12760270,19022,385.84619000,8863740.11146030,0
1674729000000,22977.31000000,22993.10000000,22961.06000000,22990.49000000,675.79853000,1674729299999,15530139.58754240,18289,347.77016000,7992207.75262930,0
1674729300000,22990.49000000,22995.72000000,22945.01000000,22961.17000000,782.23671000,1674729599999,17965437.93259930,21016,351.65420000,8076523.09344360,0
1674729600000,22960.34000000,22961.17000000,22926.83000000,22939.86000000,751.13438000,1674729899999,17232954.99680430,20139,327.91743000,7523196.00350160,0
1674729900000,22939.86000000,22957.51000000,22850.01000000,22867.52000000,2070.51156000,1674730199999,47414569.69860440,42951,928.89224000,21271454.13766720,0
1674730200000,22866.16000000,22913.80000000,22863.98000000,22896.42000000,1373.80407000,1674730499999,31451603.06585100,30938,754.76284000,17279712.91278160,0
1674730500000,22895.32000000,22941.82000000,22888.68000000,22939.26000000,926.12822000,1674730799999,21223762.70977930,23356,490.17564000,11233575.32458730,0
1674730800000,22939.26000000,22946.82000000,22917.50000000,22941.86000000,802.58749000,1674731099999,18405299.93623450,21244,438.11971000,10047436.17329900,0
1674731100000,22941.87000000,22945.00000000,22895.48000000,22915.56000000,714.44009000,1674731399999,16371851.79801750,19105,321.33096000,7363424.32201920,0
1674731400000,22916.44000000,22925.61000000,22904.22000000,22915.00000000,536.43895000,1674731699999,12293392.50397150,15960,260.57480000,5971576.28258760,0
1674731700000,22915.55000000,22948.54000000,22909.12000000,22934.31000000,632.30410000,1674731999999,14501042.73640660,17752,338.68571000,7767464.38452350,0
1674732000000,22935.28000000,22951.90000000,22924.98000000,22948.67000000,615.61538000,1674732299999,14123500.46278780,18711,317.66571000,7288060.14076840,0
1674732300000,22948.67000000,22975.60000000,22940.00000000,22959.41000000,862.11678000,1674732599999,19792790.48036940,20973,458.94514000,10536943.77838320,0
1674732600000,22959.57000000,22976.85000000,22952.10000000,22965.46000000,650.52957000,1674732899999,14939831.33882740,17505,303.20294000,6963270.38449990,0
1674732900000,22966.50000000,22979.00000000,22960.99000000,22967.53000000,691.22596000,1674733199999,15878061.59069490,17240,357.99360000,8223417.90403130,0
1674733200000,22966.67000000,22980.41000000,22961.40000000,22971.46000000,592.36718000,1674733499999,13607429.82436090,15270,325.69902000,7481938.38434090,0
1674733500000,22970.86000000,22990.45000000,22947.31000000,22986.81000000,712.08980000,1674733799999,16356240.46023080,19166,383.80359000,8815990.83634440,0
1674733800000,22986.81000000,22990.50000000,22965.52000000,22969.01000000,563.87806000,1674734099999,12956647.75189290,16763,258.04042000,5929232.12181660,0
1674734100000,22969.85000000,22993.90000000,22968.17000000,22992.94000000,762.28503000,1674734399999,17516402.57609380,19383,407.95592000,9374545.77688490,0
1674734400000,22992.09000000,22992.94000000,22970.82000000,22975.48000000,607.93809000,1674734699999,13971572.01053410,16255,294.54005000,6769194.92652380,0
1674734700000,22974.45000000,23033.00000000,22974.45000000,22982.07000000,1115.85673000,1674734999999,25661111.74502000,24065,619.84221000,14255459.91675570,0
1674735000000,22982.07000000,22986.69000000,22966.56000000,22972.57000000,557.10400000,1674735299999,12799949.88106200,16484,252.63436000,5804577.26824400,0
1674735300000,22972.57000000,22982.80000000,22962.20000000,22977.40000000,670.51651000,1674735599999,15404201.16885670,19436,319.37493000,7337383.94212470,0
1674735600000,22977.39000000,23033.18000000,22975.26000000,23028.58000000,1098.56074000,1674735899999,25276122.88614550,27396,562.20094000,12935741.69285270,0
1674735900000,23028.58000000,23065.45000000,23026.00000000,23040.55000000,1300.38976000,1674736199999,29963179.20520950,31938,669.62842000,15429951.60494180,0
1674736200000,23042.09000000,23097.05000000,23038.36000000,23073.22000000,1635.07077000,1674736499999,37724765.22601940,39050,860.90319000,19863708.60935540,0
1674736500000,23072.14000000,23132.99000000,23060.01000000,23082.70000000,1586.90379000,1674736799999,36647843.81521250,36730,839.72409000,19393801.22079280,0
1674736800000,23081.50000000,23100.00000000,23070.05000000,23089.56000000,722.73494000,1674737099999,16686509.02296200,22361,358.75935000,8283172.91938330,0
1674737100000,23089.56000000,23134.00000000,23081.03000000,23097.31000000,1195.73919000,1674737399999,27629508.82612000,27869,610.37162000,14103945.51820750,0
1674737400000,23097.31000000,23134.90000000,23095.00000000,23130.69000000,1332.10187000,1674737699999,30794701.47793920,29970,682.23762000,15771761.91615250,0
1674737700000,23130.69000000,23147.98000000,23118.99000000,23120.96000000,1022.33947000,1674737999999,23646978.19261450,25208,485.23139000,11224002.51993810,0
1674738000000,23120.96000000,23154.21000000,23118.66000000,23128.12000000,1092.22617000,1674738299999,25271783.59201540,28211,537.96768000,12447609.23439130,0
1674738300000,23128.79000000,23130.10000000,23070.47000000,23085.96000000,1559.29694000,1674738599999,36014790.31138780,35396,680.18194000,15710306.16869430,0
1674738600000,23086.90000000,23089.42000000,22991.38000000,23062.38000000,1577.19849000,1674738899999,36371534.41726080,33974,702.59996000,16205024.87771320,0
1674738900000,23061.55000000,23084.00000000,23027.37000000,23079.72000000,1295.57411000,1674739199999,29874219.35179190,32279,652.83682000,15054244.76879150,0
1674739200000,23080.63000000,23085.67000000,23045.74000000,23062.33000000,773.27057000,1674739499999,17835039.84860970,22768,414.87068000,9568970.40074590,0
1674739500000,23062.33000000,23093.00000000,23060.67000000,23068.64000000,829.30224000,1674739799999,19140177.68279600,25374,407.57114000,9406668.00565920,0
1674739800000,23070.02000000,23112.72000000,22880.95000000,23075.02000000,6126.26821000,1674740099999,140909165.22820720,103565,3008.13761000,69193743.78089250,0
1674740100000,23076.74000000,23149.00000000,23039.49000000,23105.89000000,2292.64038000,1674740399999,52960730.40573940,48892,1116.02024000,25782896.51440310,0
1674740400000,23105.57000000,23128.28000000,23031.00000000,23047.71000000,1873.01752000,1674740699999,43220838.27523420,42011,875.10238000,20194187.21607830,0
1674740700000,23047.71000000,23096.76000000,23031.81000000,23070.58000000,1179.29257000,1674740999999,27204156.76161760,31113,596.30855000,13755731.23070740,0
1674741000000,23068.88000000,23119.91000000,23054.88000000,23107.39000000,975.01932000,1674741299999,22509700.27796600,27611,511.75119000,11815174.54995060,0
1674741300000,23107.39000000,23132.35000000,23091.87000000,23128.35000000,1053.46481000,1674741599999,24348337.53316900,30184,546.42206000,12629833.59864960,0
1674741600000,23127.49000000,23178.63000000,23101.91000000,23160.67000000,1589.73587000,1674741899999,36792464.03037810,39046,879.20254000,20349397.28053680,0
1674741900000,23160.67000000,23193.85000000,23142.01000000,23158.43000000,1545.96969000,1674742199999,35825839.92619480,36391,806.23646000,18684435.31215310,0
1674742200000,23159.67000000,23217.76000000,23152.87000000,23175.80000000,1804.94180000,1674742499999,41851628.98683370,37903,922.86388000,21398471.52545860,0
1674742500000,23175.81000000,23210.00000000,23155.32000000,23160.06000000,1380.76139000,1674742799999,32007782.15843570,32088,678.42401000,15727586.51458040,0
1674742800000,23160.06000000,23200.45000000,23138.52000000,23150.66000000,2026.30687000,1674743099999,46942036.57449310,37138,1050.53332000,24337701.86867290,0
1674743100000,23150.66000000,23199.34000000,23128.88000000,23185.33000000,1168.40575000,1674743399999,27063705.06437990,27372,620.04949000,14363490.58198230,0
1674743400000,23187.10000000,23250.00000000,23182.28000000,23187.44000000,2685.38861000,1674743699999,62341566.01822020,50643,1394.54558000,32376176.66392910,0
1674743700000,23187.32000000,23214.54000000,23135.48000000,23170.98000000,2120.05059000,1674743999999,49131570.59496880,42858,1032.89211000,23938095.95671760,0
1674744000000,23171.39000000,23197.76000000,22988.01000000,23038.55000000,3743.75884000,1674744299999,86401311.58302880,67948,1733.37980000,40005149.00861510,0
1674744300000,23038.55000000,23090.61000000,22984.25000000,22988.21000000,2181.81008000,1674744599999,50278151.22301320,48838,1111.50713000,25615809.36453750,0
1674744600000,22990.09000000,23049.73000000,22922.00000000,22976.42000000,3332.50768000,1674744899999,76596526.64143000,65270,1672.63690000,38448356.29081350,0
1674744900000,22976.42000000,23045.11000000,22949.00000000,23039.35000000,2206.55216000,1674745199999,50742036.50651600,46790,1160.36172000,26686846.07502010,0
1674745200000,23037.23000000,23095.00000000,23005.43000000,23091.33000000,2326.65139000,1674745499999,53617053.02126690,51720,1162.08458000,26782339.22995410,0
1674745500000,23091.33000000,23110.36000000,23053.55000000,23079.22000000,1882.64266000,1674745799999,43457243.35195980,41963,922.96103000,21305879.02860540,0
1674745800000,23079.22000000,23108.67000000,23051.35000000,23095.40000000,1418.45539000,1674746099999,32735510.89984540,35121,718.61144000,16584898.95856450,0
1674746100000,23095.40000000,23174.72000000,23085.46000000,23172.68000000,1842.83972000,1674746399999,42638043.90083540,42242,959.60035000,22202951.78300940,0
1674746400000,23171.40000000,23179.38000000,23116.71000000,23146.74000000,1719.81141000,1674746699999,39814322.40266170,37412,825.16046000,19103711.99055000,0
1674746700000,23146.72000000,23153.54000000,23090.74000000,23126.94000000,1563.66503000,1674746999999,36155845.40466940,36699,735.86349000,17015325.88175150,0
1674747000000,23126.94000000,23146.44000000,23092.86000000,23143.24000000,1321.94346000,1674747299999,30565649.86201550,31673,664.47051000,15364211.34647470,0
1674747300000,23143.21000000,23143.46000000,23029.14000000,23041.21000000,1980.72407000,1674747599999,45710190.77996380,39515,950.47360000,21934039.76128590,0
1674747600000,23041.21000000,23093.56000000,23019.58000000,23058.41000000,1689.13403000,1674747899999,38954446.39725670,35461,760.21499000,17532288.75602900,0
1674747900000,23058.41000000,23060.70000000,22993.47000000,23010.70000000,1957.65094000,1674748199999,45069180.93275140,42738,907.89369000,20902345.78177120,0
